"";"requested";"funded";"interestrate";"loanlength";"loanpurpose";"debt_income";"state";"homeownership";"monthlyincome";"FICOrange";"opencreditlines";"revolvingcredit";"inquiries";"emplength";"bal_income";"bal_yearincome";"fundedPerc";"FICOavg"
"28518";15000;15000;0,1799;"36 months";"debt_consolidation";0,2104;"TX";"MORTGAGE";5319,17;"675-679";13;5613;3;2;1,05523982125031;0,087936651770859;1;677
"42228";25000;25000;0,1242;"36 months";"debt_consolidation";0,0105;"CA";"MORTGAGE";16666,67;"705-709";7;2839;0;11;0,170339965932007;0,0141949971610006;1;707
"81620";4800;4800;0,1875;"60 months";"other";0,2769;"TX";"RENT";1560;"680-684";9;6563;0;0;4,20705128205128;0,350587606837607;1;682
"37389";9500;9500;0,0662;"36 months";"debt_consolidation";0,1928;"GA";"MORTGAGE";3583,33;"735-739";8;5240;0;11;1,46232694169948;0,121860578474957;1;737
"3204";15000;6200;0,1253;"36 months";"home_improvement";0,1378;"MO";"MORTGAGE";8750;"705-709";8;21702;3;1;2,48022857142857;0,206685714285714;0,413333333333333;707
"10554";6000;6000;0,1398;"36 months";"debt_consolidation";0,0773;"CO";"RENT";6250;"675-679";6;3507;0;4;0,56112;0,04676;1;677
"94092";12300;12300;0,0603;"36 months";"debt_consolidation";0,0715;"VA";"RENT";6666,67;"740-744";10;10976;0;11;1,64639917680041;0,137199931400034;1;742
"43387";24000;23950;0,0751;"36 months";"other";0,1795;"PA";"OWN";4250;"755-759";6;19509;0;2;4,59035294117647;0,382529411764706;0,997916666666667;757
"103784";2000;1975;0,1112;"36 months";"other";0,205;"NY";"MORTGAGE";6833,33;"705-709";19;20653;5;5;3,02239171823986;0,251865976519989;0,9875;707
"54576";14000;14000;0,0976;"36 months";"debt_consolidation";0,2255;"NJ";"MORTGAGE";8750;"710-714";8;25026;0;11;2,86011428571429;0,238342857142857;1;712
"47468";10000;10000;0,1212;"36 months";"debt_consolidation";0,0595;"NJ";"OWN";5000;"700-704";5;10752;0;4;2,1504;0,1792;1;702
"2578";13000;8113,74;0,0963;"36 months";"small_business";0,1614;"TX";"MORTGAGE";3500;"785-789";6;0;1;1;0;0;0,624133846153846;787
"73765";5000;5000;0,1629;"60 months";"other";0,118;"VA";"RENT";5416,67;"690-694";7;8745;1;4;1,61446054494736;0,134538378745613;1;692
"36519";6000;5994;0,1242;"36 months";"credit_card";0,1168;"VA";"RENT";2500;"670-674";6;9482;0;2;3,7928;0,316066666666667;0,999;672
"90239";10050;10050;0,1433;"36 months";"debt_consolidation";0,0607;"CA";"RENT";2916,67;"710-714";9;7413;1;6;2,54159709531761;0,211799757943134;1;712
"45980";4800;4800;0,079;"36 months";"debt_consolidation";0,1907;"OH";"RENT";1500;"720-724";12;6813;3;0;4,542;0,3785;1;722
"55803";14400;14400;0,1074;"36 months";"debt_consolidation";0,059;"CA";"MORTGAGE";6833,33;"700-704";15;10017;0;11;1,4659031540991;0,122158596174925;1;702
"98051";11625;11625;0,1531;"36 months";"debt_consolidation";0,1673;"CA";"RENT";2833,33;"695-699";8;17469;0;11;6,16553666533725;0,513794722111438;1;697
"62884";18200;18200;0,1016;"36 months";"credit_card";0,0795;"NY";"RENT";4750;"720-724";13;16184;2;3;3,40715789473684;0,283929824561404;1;722
"16406";20000;19875;0,1335;"36 months";"debt_consolidation";0,1568;"TX";"MORTGAGE";9160;"710-714";9;32392;1;11;3,53624454148472;0,294687045123726;0,99375;712
"37065";9600;9575;0,1727;"60 months";"credit_card";0,129;"NY";"RENT";3333,33;"695-699";7;13648;1;11;4,09440409440409;0,341200341200341;0,997395833333333;697
"4644";9000;9000;0,1183;"36 months";"car";0,0048;"MD";"RENT";4833;"715-719";6;0;1;4;0;0;1;717
"57169";35000;35000;0,1825;"60 months";"debt_consolidation";0,2769;"MD";"RENT";8083,33;"725-729";15;29300;0;11;3,62474376278093;0,302061980231744;1;727
"33050";1900;1900;0,0751;"36 months";"debt_consolidation";0,1927;"PA";"MORTGAGE";6000;"735-739";12;18397;2;11;3,06616666666667;0,255513888888889;1;737
"46324";20000;19896,51;0,1367;"36 months";"debt_consolidation";0,1534;"FL";"RENT";5166,67;"710-714";8;12394;1;6;2,39883716204054;0,199903096836712;0,9948255;712
"20367";2400;2400;0,1037;"36 months";"wedding";0,0954;"MN";"MORTGAGE";3166,67;"675-679";6;2174;0;1;0,686525593130955;0,0572104660942462;1;677
"36837";4500;4500;0,1171;"36 months";"debt_consolidation";0,1587;"CA";"MORTGAGE";3333,33;"675-679";15;11963;0;6;3,58890358890359;0,299075299075299;1;677
"68829";12000;12000;0,1212;"36 months";"debt_consolidation";0,1941;"TX";"MORTGAGE";8750;"710-714";10;32028;1;4;3,66034285714286;0,305028571428571;1;712
"694";10000;8175,26;0,0863;"36 months";"debt_consolidation";0,0591;"GA";"MORTGAGE";7500;"730-734";16;18343;0;7;2,44573333333333;0,203811111111111;0,817526;732
"61873";11575;11575;0,079;"36 months";"debt_consolidation";0,1747;"TX";"MORTGAGE";2833,33;"730-734";8;5654;0;11;1,99553175944913;0,166294313287427;1;732
"94081";20000;20000;0,0662;"36 months";"credit_card";0,2161;"DC";"MORTGAGE";8161,33;"720-724";14;27904;1;8;3,41905057141422;0,284920880951185;1;722
"101622";6000;3475;0,147;"36 months";"debt_consolidation";0,1023;"MD";"RENT";6500;"640-644";6;4103;0;1;0,631230769230769;0,0526025641025641;0,579166666666667;642
"21900";2800;2800;0,1;"36 months";"debt_consolidation";0,2032;"CA";"RENT";3250;"700-704";4;8717;0;5;2,68215384615385;0,223512820512821;1;702
"70285";6000;6000;0,1409;"36 months";"credit_card";0,0993;"CA";"RENT";4250;"680-684";6;5815;1;3;1,36823529411765;0,114019607843137;1;682
"16069";20000;14750;0,0691;"36 months";"debt_consolidation";0,1516;"CO";"RENT";9208;"735-739";10;20965;0;3;2,2768245004344;0,1897353750362;0,7375;737
"57923";22000;22000;0,1399;"60 months";"debt_consolidation";0,1828;"MI";"MORTGAGE";6083,33;"720-724";9;20181;0;8;3,31742647530218;0,276452206275182;1;722
"99914";10000;10000;0,1311;"36 months";"debt_consolidation";0,2034;"MI";"RENT";5416,67;"675-679";9;8066;0;11;1,48910677593429;0,124092231327858;1;677
"100662";9450;9450;0,1212;"36 months";"credit_card";0,1174;"IL";"MORTGAGE";4666,67;"690-694";13;17639;2;11;3,7797830144407;0,314981917870059;1;692
"20530";10400;10325;0,0766;"36 months";"debt_consolidation";0,1302;"CA";"MORTGAGE";6354;"725-729";10;19656;3;11;3,09348441926346;0,257790368271955;0,992788461538462;727
"20329";15875;15818,07;0,1528;"60 months";"debt_consolidation";0,221;"CA";"RENT";3000;"720-724";5;14289;2;2;4,763;0,396916666666667;0,996413858267717;722
"53424";18000;18000;0,1212;"60 months";"other";0,1489;"VA";"MORTGAGE";8333,33;"730-734";7;4038;0;5;0,484560193824078;0,0403800161520065;1;732
"47764";8000;8000;0,089;"36 months";"other";0,0293;"NY";"RENT";5000;"710-714";8;5540;0;2;1,108;0,0923333333333333;1;712
"94950";12000;12000;0,1433;"36 months";"moving";0,2006;"NY";"RENT";4166,67;"760-764";8;14163;0;2;3,39911728070618;0,283259773392181;1;762
"15213";20000;12150;0,0654;"60 months";"debt_consolidation";0,1236;"NY";"OWN";5000;"795-799";9;7960;2;11;1,592;0,132666666666667;0,6075;797
"38976";10000;10000;0,1677;"36 months";"debt_consolidation";0,1855;"CA";"RENT";2916,67;"660-664";9;7565;3;4;2,59371132147278;0,216142610122731;1;662
"40113";24500;23475;0,1903;"60 months";"debt_consolidation";0,2302;"MD";"RENT";4497;"680-684";13;18906;0;11;4,20413609072715;0,350344674227263;0,958163265306123;682
"71538";10000;10000;0,1212;"36 months";"debt_consolidation";0,1958;"CA";"RENT";6250;"695-699";17;16348;0;5;2,61568;0,217973333333333;1;697
"48972";3600;3600;0,079;"36 months";"credit_card";0,2621;"OH";"MORTGAGE";4166,67;"735-739";19;25;2;3;0,00599999520000384;0,00049999960000032;1;737
"31876";12000;12000;0,1749;"60 months";"debt_consolidation";0,0694;"OR";"MORTGAGE";5445;"670-674";8;4904;0;9;0,900642791551882;0,0750535659626569;1;672
"48894";6950;6950;0,1074;"36 months";"credit_card";0,2071;"IL";"OWN";4583,33;"685-689";7;18814;0;11;4,10487571263688;0,342072976053074;1;687
"74320";8525;8525;0,1016;"36 months";"debt_consolidation";0,2614;"MT";"MORTGAGE";4583,33;"705-709";8;31398;0;11;6,85047770943833;0,570873142453195;1;707
"65600";5000;5000;0,1433;"36 months";"credit_card";0,2851;"CO";"RENT";2750;"690-694";14;5957;2;3;2,16618181818182;0,180515151515152;1;692
"38529";4800;4800;0,1825;"60 months";"debt_consolidation";0,1381;"OR";"RENT";3750;"695-699";13;16302;0;11;4,3472;0,362266666666667;1;697
"18088";6000;6000;0,1335;"36 months";"debt_consolidation";0,2136;"NV";"MORTGAGE";5000;"665-669";11;4363;3;11;0,8726;0,0727166666666667;1;667
"47960";4000;4000;0,1922;"60 months";"small_business";0,0903;"VA";"RENT";3700;"680-684";19;2177;2;2;0,588378378378378;0,0490315315315315;1;682
"48295";14000;14000;0,0603;"36 months";"debt_consolidation";0,1467;"CA";"RENT";7500;"745-749";12;16648;0;11;2,21973333333333;0,184977777777778;1;747
"46245";23500;23450;0,1465;"36 months";"debt_consolidation";0,1948;"CA";"RENT";4000;"685-689";7;20542;0;NA;5,1355;0,427958333333333;0,997872340425532;687
"13454";2500;2500;0,1595;"36 months";"major_purchase";0,2407;"CA";"MORTGAGE";1500;"665-669";10;2684;3;1;1,78933333333333;0,149111111111111;1;667
"16524";2000;2000;0,0617;"36 months";"major_purchase";0,0263;"CA";"RENT";1600;"745-749";9;736;0;3;0,46;0,0383333333333333;1;747
"92631";24000;23925;0,1629;"60 months";"credit_card";0,1177;"NJ";"MORTGAGE";7800;"675-679";11;20676;3;2;2,65076923076923;0,220897435897436;0,996875;677
"14193";12800;12800;0,1149;"60 months";"debt_consolidation";0,0672;"CT";"MORTGAGE";4166,67;"725-729";7;11992;1;1;2,87807769753784;0,239839808128154;1;727
"51829";8000;8000;0,079;"36 months";"wedding";0,2158;"CA";"RENT";5166,67;"725-729";5;0;0;1;0;0;1;727
"31000";3000;3000;0,0999;"36 months";"credit_card";0,213;"MO";"OWN";2333,33;"710-714";10;3168;1;1;1,35771622530889;0,113143018775741;1;712
"86532";7000;7000;0,079;"36 months";"credit_card";0,0141;"FL";"RENT";12500;"725-729";4;5093;0;7;0,40744;0,0339533333333333;1;727
"8102";18000;17975;0,1348;"36 months";"credit_card";0,0624;"IL";"MORTGAGE";8333,33;"690-694";13;14838;0;11;1,78056071222428;0,148380059352024;0,998611111111111;692
"3112";9000;5975;0,1411;"36 months";"debt_consolidation";0,0821;"CA";"MORTGAGE";4167;"670-674";7;19696;1;3;4,72666186705064;0,393888488920886;0,663888888888889;672
"31448";11000;11000;0,1099;"36 months";"debt_consolidation";0,0426;"SC";"MORTGAGE";6666,67;"695-699";11;4124;0;4;0,618599690700155;0,0515499742250129;1;697
"51408";6000;6000;0,079;"36 months";"major_purchase";0,1499;"IL";"RENT";4416,67;"720-724";10;2928;0;2;0,662942895892154;0,0552452413243462;1;722
"6646";6500;6475;0,0774;"36 months";"debt_consolidation";0,18;"NH";"RENT";1500;"785-789";5;2816;0;2;1,87733333333333;0,156444444444444;0,996153846153846;787
"87572";19500;19500;0,1849;"36 months";"credit_card";0,0979;"MD";"RENT";10000;"675-679";16;14957;1;2;1,4957;0,124641666666667;1;677
"33225";16000;16000;0,1727;"60 months";"major_purchase";0,1926;"MD";"RENT";7000;"695-699";7;5231;1;11;0,747285714285714;0,0622738095238095;1;697
"93794";18000;17950;0,1433;"60 months";"debt_consolidation";0,1398;"KS";"MORTGAGE";12916,67;"685-689";11;14890;2;11;1,15277389605835;0,0960644913381958;0,997222222222222;687
"54455";30000;29975;0,2333;"60 months";"debt_consolidation";0,1739;"FL";"MORTGAGE";7083,33;"665-669";21;56145;1;11;7,92635667122667;0,660529722602222;0,999166666666667;667
"93742";10000;10000;0,1409;"36 months";"debt_consolidation";0,0582;"LA";"RENT";8750;"660-664";14;11394;0;3;1,30217142857143;0,108514285714286;1;662
"12860";16000;15900;0,1558;"60 months";"debt_consolidation";0,1286;"WA";"MORTGAGE";5427,42;"700-704";11;19407;1;5;3,57573211581193;0,297977676317661;0,99375;702
"41993";35000;35000;0,1758;"36 months";"debt_consolidation";0,118;"MA";"MORTGAGE";13333,33;"690-694";12;21393;1;11;1,60447540111885;0,133706283426571;1;692
"18447";8000;8000;0,1372;"36 months";"wedding";0,0967;"TX";"RENT";7758,33;"665-669";6;12110;1;2;1,56090292627408;0,130075243856174;1;667
"71782";14500;14500;0,1311;"36 months";"debt_consolidation";0,2829;"WA";"MORTGAGE";5988,67;"700-704";12;18020;2;11;3,0090153573331;0,250751279777758;1;702
"7789";12000;11925;0,1062;"36 months";"other";0,1902;"VA";"RENT";5000;"720-724";9;11779;0;1;2,3558;0,196316666666667;0,99375;722
"19675";4500;4500;0,1343;"36 months";"car";0,0123;"CA";"RENT";11500;"670-674";5;1847;1;1;0,160608695652174;0,0133840579710145;1;672
"5858";16500;16350;0,1183;"36 months";"debt_consolidation";0,1744;"TX";"RENT";4810,08;"725-729";7;24351;1;3;5,0624937630975;0,421874480258125;0,990909090909091;727
"43307";10000;10000;0,0991;"36 months";"debt_consolidation";0,1432;"MN";"MORTGAGE";3666,67;"705-709";9;17161;0;1;4,68026847248321;0,390022372706934;1;707
"88490";35000;35000;0,1905;"60 months";"credit_card";0,134;"CA";"MORTGAGE";9166,67;"690-694";7;26633;0;1;2,90541712530286;0,242118093775239;1;692
"101891";21000;6165,31;0,1109;"36 months";"home_improvement";0,2128;"CA";"OWN";18333,33;"745-749";31;270800;5;2;14,7709117765294;1,23090931471078;0,293586190476191;747
"102234";8400;6725;0,1545;"36 months";"debt_consolidation";0,1571;"MD";"RENT";7083,33;"640-644";7;14578;3;0;2,05807155673956;0,17150596306163;0,800595238095238;642
"65443";6000;6000;0,079;"36 months";"credit_card";0,0931;"TX";"OWN";1750;"705-709";14;5056;0;6;2,88914285714286;0,240761904761905;1;707
"47597";12000;12000;0,1922;"36 months";"debt_consolidation";0,1462;"CT";"OWN";4166,67;"665-669";3;6309;0;6;1,51415878867297;0,126179899056081;1;667
"30397";12100;12100;0,1689;"36 months";"small_business";0,1116;"TX";"MORTGAGE";6166,67;"665-669";5;2081;0;4;0,337459277049039;0,0281216064207533;1;667
"92868";25000;25000;0,1409;"36 months";"home_improvement";0,0479;"MD";"MORTGAGE";6833,33;"675-679";5;8811;0;8;1,2894152631294;0,10745127192745;1;677
"89683";16000;15925;0,0603;"36 months";"debt_consolidation";0,1448;"CA";"MORTGAGE";7333,33;"780-784";11;71838;1;11;9,79609536186153;0,816341280155127;0,9953125;782
"48006";27000;27000;0,1825;"36 months";"home_improvement";0,2232;"SC";"MORTGAGE";8583,33;"690-694";9;6658;1;8;0,775689621627038;0,0646408018022531;1;692
"66892";12250;12250;0,1875;"36 months";"debt_consolidation";0,1721;"LA";"OWN";2916,67;"665-669";7;10523;0;7;3,60788159099247;0,300656799249372;1;667
"79618";10000;10000;0,1777;"36 months";"debt_consolidation";0,226;"AZ";"RENT";2500;"665-669";12;12938;2;4;5,1752;0,431266666666667;1;667
"55180";9175;9175;0,1367;"36 months";"credit_card";0,1943;"IL";"MORTGAGE";7083,33;"675-679";8;25639;0;8;3,61962523276482;0,301635436063735;1;677
"75159";14075;14075;0,1531;"36 months";"debt_consolidation";0,257;"VA";"OWN";4000;"680-684";13;11907;2;5;2,97675;0,2480625;1;682
"48624";13100;13100;0,1855;"36 months";"debt_consolidation";0,2324;"NY";"RENT";7968,75;"660-664";19;19607;1;11;2,4604862745098;0,205040522875817;1;662
"75022";14675;14675;0,089;"36 months";"debt_consolidation";0,1495;"NY";"MORTGAGE";4000;"715-719";6;12764;0;7;3,191;0,265916666666667;1;717
"5733";5000;4900;0,1114;"36 months";"major_purchase";0,0284;"FL";"RENT";3200;"710-714";6;2650;2;3;0,828125;0,0690104166666667;0,98;712
"92795";18000;18000;0,1311;"36 months";"debt_consolidation";0,2654;"OR";"MORTGAGE";4166,67;"670-674";11;16680;0;11;4,00319679744256;0,333599733120214;1;672
"94514";12000;12000;0,0762;"36 months";"debt_consolidation";0,151;"CO";"RENT";5666,67;"775-779";7;12094;0;11;2,13423403868586;0,177852836557155;1;777
"83906";19400;19400;0,1433;"36 months";"debt_consolidation";0,1615;"MA";"MORTGAGE";4583,33;"680-684";12;12434;0;7;2,71287470027251;0,226072891689376;1;682
"93318";18000;18000;0,1212;"36 months";"debt_consolidation";0,1929;"IL";"RENT";3333,33;"665-669";15;26573;0;11;7,97190797190797;0,664325664325664;1;667
"62203";12000;12000;0,1777;"36 months";"debt_consolidation";0,0984;"NY";"MORTGAGE";7500;"665-669";11;15866;0;7;2,11546666666667;0,176288888888889;1;667
"60969";8000;8000;0,1311;"36 months";"debt_consolidation";0,2611;"MN";"MORTGAGE";4166,67;"675-679";15;11500;0;0;2,75999779200177;0,229999816000147;1;677
"94593";23750;23750;0,1972;"60 months";"debt_consolidation";0,1422;"CT";"RENT";8333,33;"710-714";12;10549;3;2;1,2658805063522;0,105490042196017;1;712
"12932";7500;7475;0,1558;"36 months";"debt_consolidation";0,1074;"VA";"MORTGAGE";5000;"695-699";8;8257;0;2;1,6514;0,137616666666667;0,996666666666667;697
"37813";5500;5500;0,1269;"36 months";"debt_consolidation";0,2124;"OH";"RENT";1666,67;"680-684";7;5056;1;0;3,03359393281213;0,252799494401011;1;682
"70028";16950;16950;0,1727;"60 months";"debt_consolidation";0,2662;"OK";"MORTGAGE";3583,33;"710-714";7;12588;3;11;3,51293350040326;0,292744458366938;1;712
"80138";3000;2950;0,1114;"36 months";"major_purchase";0,2774;"VA";"MORTGAGE";4333,33;"715-719";6;6346;0;5;1,46446266497128;0,122038555414273;0,983333333333333;717
"26033";1600;1600;0,1349;"36 months";"debt_consolidation";0,121;"CA";"RENT";3200;"670-674";5;1214;0;6;0,379375;0,0316145833333333;1;672
"26950";6000;6000;0,0749;"36 months";"home_improvement";0,1466;"NC";"MORTGAGE";5833,33;"715-719";12;7961;0;9;1,36474363699636;0,113728636416364;1;717
"86660";7350;7350;0,1212;"36 months";"debt_consolidation";0,1985;"CA";"OWN";3355,05;"695-699";19;11626;3;11;3,46522406521512;0,28876867210126;1;697
"97487";12825;12825;0,1777;"36 months";"debt_consolidation";0,2441;"CA";"MORTGAGE";3416,67;"670-674";15;8539;1;11;2,49921707393456;0,208268089494547;1;672
"88522";24000;23975;0,21;"60 months";"debt_consolidation";0,2369;"OK";"MORTGAGE";6500;"685-689";17;36555;3;6;5,62384615384615;0,468653846153846;0,998958333333333;687
"64166";10000;10000;0,1849;"60 months";"debt_consolidation";0,1647;"FL";"RENT";4104,67;"695-699";5;7597;0;5;1,85081870162522;0,154234891802102;1;697
"68487";5500;5500;0,1433;"36 months";"debt_consolidation";0,2783;"WV";"OWN";1541,67;"675-679";5;10481;1;NA;6,79847178708803;0,566539315590669;1;677
"15014";17500;17500;0,1472;"36 months";"debt_consolidation";0,093;"CA";"RENT";9519,75;"695-699";9;31279;0;11;3,28569552771869;0,273807960643224;1;697
"98373";10000;10000;0,1311;"36 months";"credit_card";0,1901;"OH";"MORTGAGE";7500;"680-684";11;14426;1;9;1,92346666666667;0,160288888888889;1;682
"17664";20000;16275;0,0617;"36 months";"debt_consolidation";0,1227;"MD";"MORTGAGE";8083,33;"770-774";13;29813;1;11;3,6882077064774;0,30735064220645;0,81375;772
"31943";11600;11600;0,0699;"36 months";"debt_consolidation";0,0862;"CA";"RENT";5833,33;"735-739";8;2671;1;0;0,457885975934843;0,038157164661237;1;737
"29365";12000;12000;0,1399;"60 months";"debt_consolidation";0,1298;"CT";"RENT";4166,67;"715-719";8;2316;1;3;0,555839555328356;0,0463199629440296;1;717
"1800";13000;6770,1;0,1126;"36 months";"small_business";0,1405;"CA";"MORTGAGE";7666,67;"720-724";8;9551;0;9;1,24578206705128;0,103815172254273;0,520776923076923;722
"57003";8575;8550;0,1727;"36 months";"debt_consolidation";0,0984;"NY";"RENT";2500;"665-669";6;8807;2;7;3,5228;0,293566666666667;0,997084548104956;667
"66296";6100;6100;0,1409;"36 months";"credit_card";0,0951;"LA";"RENT";6666,67;"685-689";10;5665;2;2;0,849749575125212;0,0708124645937677;1;687
"49473";14000;14000;0,1531;"36 months";"credit_card";0,1426;"PA";"MORTGAGE";5000;"680-684";5;11249;2;11;2,2498;0,187483333333333;1;682
"92016";10500;10500;0,1433;"36 months";"debt_consolidation";0,1955;"FL";"MORTGAGE";5666,67;"670-674";7;11301;0;11;1,99429294453356;0,16619107871113;1;672
"82922";19600;19525;0,2149;"60 months";"small_business";0,0976;"CA";"RENT";4170;"675-679";8;11669;0;4;2,79832134292566;0,233193445243805;0,996173469387755;677
"98272";15000;15000;0,158;"36 months";"credit_card";0,1027;"NV";"RENT";3333,33;"670-674";11;10108;0;4;3,03240303240303;0,252700252700253;1;672
"94925";8000;8000;0,1727;"36 months";"other";0,0528;"AZ";"MORTGAGE";5833,33;"725-729";11;12484;1;11;2,14011550863743;0,178342959053119;1;727
"70905";20000;20000;0,2149;"36 months";"debt_consolidation";0,2747;"TX";"MORTGAGE";7750;"660-664";15;26976;0;2;3,48077419354839;0,290064516129032;1;662
"6723";11000;10969,64;0,1253;"36 months";"debt_consolidation";0,1889;"IL";"RENT";3500;"700-704";6;6811;1;2;1,946;0,162166666666667;0,99724;702
"102775";6000;5905,66;0,179;"36 months";"credit_card";0,066;"MI";"RENT";4166,67;"675-679";5;3433;1;2;0,823919340864527;0,0686599450720439;0,984276666666667;677
"84633";12000;12000;0,1114;"36 months";"debt_consolidation";0,0311;"CA";"MORTGAGE";10833,33;"705-709";12;11941;0;2;1,10224649299892;0,0918538744165767;1;707
"58263";17000;17000;0,1311;"36 months";"debt_consolidation";0,1692;"CA";"RENT";5083,33;"690-694";10;8890;0;7;1,74885360580564;0,145737800483804;1;692
"69300";6250;6250;0,079;"36 months";"debt_consolidation";0,0845;"IL";"RENT";1916,67;"720-724";6;3295;0;1;1,71912744499575;0,143260620416312;1;722
